Id,Birthdate,CreatedDate,Location_x,City,State,CityState,How_did_you_hear_about_Elite_Meet,Your_transition_to_civilian_life_begin,Undergrad,Undergrad_School,Undergrad_major,Grad_Degree,Graduate_School,Grad_Degree_Type,Years_of_Service,Officer,Military_specialty_in_real_words,Whichcourse,When_did_you_graduate,What_was_your_first_unit_after_grad,Branch,Tribe,What_locations_do_you_WANT_to_live_in,Where_do_you_NOT_WANT_to_live,What_would_be_your_ideal_next_job,Target_Industries_Pls_pick_up_to_Three,of_informational_interviews_completed,of_job_formal_interviews_completed,of_counting_getting_a_job_through_EM,What_s_more_important_to_you,How_mobile_are_you_and_your_family,Lead_RecordType,Created,Approx_Age,Combined,Location_y,Coordinates,latitude,longitude,scaled,text
003f400000oOLepAAG,,1/24/19 13:40,"Stuttgart,Germany",Stuttgart,Germany,"Stuttgart, Germany",,,Complete,Western Oregon University,Psychology,,,Masters - International Public Policy,21.0,True,Army Special Forces Officer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,43.0,2.0,"Stuttgart, Germany","Stuttgart, Baden-WÃÂÃÂ¼rttemberg, 70173, Deutschland",48.778448499999996,9.1800132,5.5990998167768655,"Stuttgart, Germany: 2"
003f400000oOLeqAAG,,1/24/19 13:40,"San Diego,CA",San Diego,CA,"San Diego, California",,,Complete,University of San Diego,Economics,,,Harvard PLD,11.0,True,SEAL Officer,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,33.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOLerAAG,,1/24/19 13:40,"Atlanta,GA",Atlanta,GA,"Atlanta, GA",,,Complete,Auburn University,Engineering,,,MBA,11.0,True,F-22 Pilot,Winged as a fighter pilot (Flight Officer),,,Air Force,Pilot,,,,,,,,,,Veteran,2019-01-24,33.0,4.0,"Atlanta, GA","Atlanta, Georgia, United States of America",33.749098700000005,-84.39018490000002,6.876563371305664,"Atlanta, GA: 4"
003f400000oOLesAAG,,1/24/19 13:40,"Dallas,TX",Dallas,TX,"Dallas, TX",,,Complete,University of Missouri - Columbia,Economics,,,MBA,9.0,True,Naval Aviator (F-14),Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,31.0,12.0,"Dallas, TX","Dallas, Dallas County, Texas, United States of America",32.7762719,-96.7968559,10.550027881781247,"Dallas, TX: 12"
003f400000oOLetAAG,,1/24/19 13:40,"Washington,DC",Washington,DC,"Washington, DC",,,Complete,US Naval Academy,History,,,Masters,20.0,True,F/A-18 Naval Flight Officer (Marine Corps),Winged as a fighter pilot (Flight Officer),,,Marine Corps,Pilot,,,,,,,,,,Veteran,2019-01-24,42.0,29.0,"Washington, DC","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581,19.61941368597148,"Washington, DC: 29"
003f400000oOLeuAAG,,1/24/19 13:40,Maryland,Maryland,MD,"Maryland, MD",,,Complete,Thomas Edison State College,Arabic,,,Masters,15.0,False,SIGINT Collection / Arabic Linguist / Infantry,RASP (RR),,,Army,Ranger,,,,,,,,,,Veteran,2019-01-24,34.0,1.0,"Maryland, MD","University of Maryland, College Park, Lakeland Road, Lakeland, College Park, Prince George's County, Maryland, 20740, United States of America",38.99203005,-76.94610290199051,4.60164900820521,"Maryland, MD: 1"
003f400000oOLevAAG,,1/24/19 13:40,"Fort Bragg,NC",Fayetteville,NC,"Fayetteville, NC",,,In Progress,Alice Lloyd College,History,,,MBA,6.0,False,Special Forces Communications Sergeant/JTAC,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,25.0,24.0,"Fayetteville, NC","Fayetteville, Cumberland County, North Carolina, United States of America",35.052575899999994,-78.878292,14.411933402373936,"Fayetteville, NC: 24"
003f400000oOLewAAG,,1/24/19 13:40,"Washington,DC",Washington,DC,"Washington, DC",,,Complete,US Naval Academy,English,,,Masters Public Administration,20.0,True,F/A-18 Pilot,Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,42.0,29.0,"Washington, DC","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581,19.61941368597148,"Washington, DC: 29"
003f400000oOLexAAG,,1/24/19 13:40,"Dallas,TX",Dallas,TX,"Dallas, TX",,,Complete,Brooklyn College,Education,,,Masters - American Studies,12.0,False,Special Forces Medical Sergeant,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,31.0,12.0,"Dallas, TX","Dallas, Dallas County, Texas, United States of America",32.7762719,-96.7968559,10.550027881781247,"Dallas, TX: 12"
003f400000oOLf0AAG,,1/24/19 13:40,"Seattle,WA",Seattle,WA,"Seattle, WA",,,Complete,Stephen F. Austin State University,Finance,Complete,,MBA,5.0,True,Infantry officer,RASP (RR),,,Army,Ranger,,,,,,,,,,Veteran,2019-01-24,27.0,14.0,"Seattle, WA","Seattle, King County, Washington, United States of America",47.6038321,-122.3300624,11.473313152234526,"Seattle, WA: 14"
003f400000oOLf8AAG,,1/24/19 13:40,"Honolulu,HI",Honolulu,HI,"Honolulu, HI",,,,,,,,,,False,Special Forces Medical Sergeant?,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,,16.0,"Honolulu, HI","Honolulu, Honolulu County, Hawaii, United States of America",21.304547,-157.8556764,13.07619692503784,"Honolulu, HI: 16"
003f400000oOLfCAAW,,1/24/19 13:40,"San Luis Obispo,CA",San Luis Obispo,CA,"San Luis Obispo, California",,,Complete,Massachusetts Institute of Technology,Aerospace Engineering,Complete,,Masters - Aeronautics & Astronautics,9.0,False,Pararescue (PJ),Pararescue Recovery Specialist Course (PJ),,,Air Force,PJ,,,,,,,,,,Veteran,2019-01-24,28.0,2.0,"San Luis Obispo, California","San Luis Obispo County, California, United States of America",35.35402089999999,-120.3757163,6.091014100215088,"San Luis Obispo, California: 2"
003f400000oOLfDAAW,,1/24/19 13:40,"Chesapeake,VA",Chesapeake,VA,"Chesapeake, VA",,,Complete,US Naval Academy,Mathematics,Complete,,Masters - Operations Research,18.0,True,SEAL Commander?,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,40.0,5.0,"Chesapeake, VA","Chesapeake, Virginia, United States of America",36.718370799999995,-76.2466798,7.576595236198517,"Chesapeake, VA: 5"
003f400000oOLfEAAW,,1/24/19 13:40,"Lemoore,CA",Lemoore,CA,"Lemoore, California",,,Complete,US Naval Academy,Political Science,,,,10.0,True,Fighter Pilot,Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,32.0,5.0,"Lemoore, California","Lemoore, Kings County, California, United States of America",36.3006495,-119.78271219999999,7.475942005895005,"Lemoore, California: 5"
003f400000oOLfFAAW,,1/24/19 13:40,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,,,,,,,13.0,False,Navy SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,32.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOLfGAAW,,1/24/19 13:40,"San Antonio,TX",San Antonio,TX,"San Antonio, TX",,,Complete,Taylor University,Mathematics,Complete,,Masters - Operations Analysis,24.0,True,Fighter Pilot,Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,46.0,9.0,"San Antonio, TX","San Antonio, Bexar County, Texas, United States of America",29.424600199999997,-98.4951405,9.689556281367004,"San Antonio, TX: 9"
003f400000oOLfHAAW,,1/24/19 13:40,"Vancouver,British Columbia,Canada",Vancouver,British Columbia,"Vancouver, British Columbia",,,Complete,University of Arizona,Psychology,In Progress,,Masters - Strategic Leadership,6.0,False,Special Warfare Combatant-Craft Crewman,Crewman Qualification Training (SWCC),,,Navy,SWCC,,,,,,,,,,Veteran,2019-01-24,25.0,1.0,"Vancouver, British Columbia","Vancouver, District of North Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002,4.170278021190153,"Vancouver, British Columbia: 1"
003f400000oOLfIAAW,,1/24/19 13:40,"Alexandria,VA",Alexandria,VA,"Alexandria, VA",,,Complete,Norwich University,Environmental Engineering,Complete,,Masters,21.0,True,Special Forces Officer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,43.0,5.0,"Alexandria, VA","Alexandria, Virginia, 22314, United States of America",38.8051095,-77.0470229,7.336692424121723,"Alexandria, VA: 5"
003f400000oOLfJAAW,,1/24/19 13:40,"Wilmington,NC",Wilmington,NC,"Wilmington, NC",,,Complete,US Naval Academy,History,,,,8.0,True,"Raider,Special Operations Officer",Individual Training Course (Raider),,,Marine Corps,Raider,,,,,,,,,,Veteran,2019-01-24,30.0,7.0,"Wilmington, NC","Wilmington, New Hanover County, North Carolina, United States of America",34.2257282,-77.9447107,8.556639847048514,"Wilmington, NC: 7"
003f400000oOLfKAAW,,1/24/19 13:40,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,In Progress,Columbia University,Philosophy,,,,6.0,False,Seal,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,25.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOLfLAAW,,1/24/19 13:40,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,Complete,US Naval Academy,Applied Mathematics,,,,8.0,True,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,30.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOLfMAAW,,1/24/19 13:40,"Alpharetta,GA",Alpharetta,GA,"Alpharetta, GA",,,Complete,Auburn University,Information Systems Management,,,,5.0,True,Signal Officer,RASP (RR),,,Army,Ranger,,,,,,,,,,Veteran,2019-01-24,27.0,1.0,"Alpharetta, GA","Alpharetta, Fulton, Georgia, 300009, United States of America",34.0709576,-84.2747329,4.170278021190153,"Alpharetta, GA: 1"
003f400000oOLfNAAW,,1/24/19 13:40,"San Diego,CA",San Diego,CA,"San Diego, California",,,Complete,University of Illinois,Mathematics,,,,20.0,True,Fighter Pilot,Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,42.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOLfOAAW,,1/24/19 13:40,"Fort Walton Beach,FL",Fort Walton Beach,FL,"Fort Walton Beach, FL",,,Complete,US Air Force Academy,Environmental Engineering,,,,6.5,True,Special Tactics Officer/Combat Controller,Advanced Skills Training (CCT),,,Air Force,CCT,,,,,,,,,,Veteran,2019-01-24,28.5,11.0,"Fort Walton Beach, FL","Fort Walton Beach, Okaloosa County, Florida, 32548, United States of America",30.405755199999998,-86.618842,10.432725244961363,"Fort Walton Beach, FL: 11"
003f400000oOLfPAAW,,1/24/19 13:40,"Seattle,WA",Seattle,WA,"Seattle, WA",,,Complete,Harvard University,Government,,,,6.0,True,Army Ranger Officer,RASP (RR),,,Army,Ranger,,,,,,,,,,Veteran,2019-01-24,28.0,14.0,"Seattle, WA","Seattle, King County, Washington, United States of America",47.6038321,-122.3300624,11.473313152234526,"Seattle, WA: 14"
003f400000oOLfQAAW,,1/24/19 13:40,"Fort Worth,TX",Fort Worth,TX,"Fort Worth, TX",,,Complete,Penn State,Aerospace Engineering,Complete,,,11.0,True,Naval Aviator (F-18 E/F Super Hornet),Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,33.0,4.0,"Fort Worth, TX","Fort Worth, Tarrant County, Texas, United States of America",32.753177,-97.3327459,6.988568469688523,"Fort Worth, TX: 4"
003f400000oOLfRAAW,,1/24/19 13:40,"Washington,DC",Washington,DC,"Washington, DC",,,Complete,University of Virginia,History,In Progress,,MBA,10.0,True,Army Special Forces Officer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,32.0,29.0,"Washington, DC","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581,19.61941368597148,"Washington, DC: 29"
003f400000oOLfSAAW,,1/24/19 13:40,"Long Island,NY",Long Island,NY,"Long Island, NY",,,Complete,SUNY Stony Brook,Political Science,Complete,,MBA,19.0,False,Pararescue (PJ),Pararescue Recovery Specialist Course (PJ),,,Air Force,PJ,,,,,,,,,,Veteran,2019-01-24,38.0,1.0,"Long Island, NY","Long Island, New York, United States of America",40.85172235,-73.09921882199973,4.102923603919382,"Long Island, NY: 1"
003f400000oOLfTAAW,,1/24/19 13:40,Florida,Florida,FL,"Florida, FL",,,Complete,Univ of Arkansas/Florida State/Excelsior,Languages,,,,34.0,False,Special Forces,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,53.0,1.0,"Florida, FL","Orlando, Orange County, Florida, United States of America",28.5421109,-81.3790304,4.186927427706524,"Florida, FL: 1"
003f400000oOLfVAAW,,1/24/19 13:40,"San Diego,CA",San Diego,CA,"San Diego, California",,,Complete,San Diego State University,Criminal Justice,Complete,,Masters - Accounting,9.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,28.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOLfWAAW,,1/24/19 13:40,"San Diego,CA",San Diego,CA,"San Diego, California",,,Complete,University of Charleston,Organizational Leadership,Complete,,MBA,10.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,29.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOLfYAAW,,1/24/19 13:40,"Puyallup,WA",Puyallup,WA,"Puyallup, WA",,,Complete,University of Phoenix,Management,,,,12.0,False,Special Forces Communications Sergeant,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,31.0,2.0,"Puyallup, WA","Puyallup, Pierce County, Washington, United States of America",47.184900899999995,-122.29213999999999,6.256751374173504,"Puyallup, WA: 2"
003f400000oOLfZAAW,,1/24/19 13:40,"Syracuse,NY",Syracuse,NY,"Syracuse, NY",,,Complete,University of Charleston,Organizational Leadership,In Progress,,MBA,6.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,25.0,1.0,"Syracuse, NY","Syracuse, Onondaga County, New York, United States of America",43.0481221,-76.1474244,4.205847207838763,"Syracuse, NY: 1"
003f400000oOLfaAAG,,1/24/19 13:40,"San Diego,CA",San Diego,CA,"San Diego, California",,,In Progress,Penn State,Economics,,,,8.0,False,"SEAL,Medic",BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,27.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOLfbAAG,,1/24/19 13:40,"Washington,DC",Washington,DC,"Washington, DC",,,In Progress,University of Charleston,Organizational Leadership,,,,11.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,30.0,29.0,"Washington, DC","Washington, District of Columbia, 20230, United States of America",38.8949924,-77.0365581,19.61941368597148,"Washington, DC: 29"
003f400000oOLfcAAG,,1/24/19 13:40,"Honolulu,HI",Honolulu,HI,"Honolulu, HI",,,Complete,Hampden-Sydney College,Physics,,,,14.0,False,"SEAL - Selection and Training instructor,Parachutist,Driver",BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,33.0,16.0,"Honolulu, HI","Honolulu, Honolulu County, Hawaii, United States of America",21.304547,-157.8556764,13.07619692503784,"Honolulu, HI: 16"
003f400000oOLfdAAG,,1/24/19 13:40,"Fort Bragg,NC",Fayetteville,NC,"Fayetteville, NC",,,Complete,George Washington University,Biomechanical Engineering,In Progress,,Masters - Strategic Studies,6.0,True,Special Tactics Officer,Advanced Skills Training (CCT),,,Air Force,CCT,,,,,,,,,,Veteran,2019-01-24,28.0,24.0,"Fayetteville, NC","Fayetteville, Cumberland County, North Carolina, United States of America",35.052575899999994,-78.878292,14.411933402373936,"Fayetteville, NC: 24"
003f400000oOLfeAAG,,1/24/19 13:40,"Denver,CO",Denver,CO,"Denver, CO",,,Complete,University of Tennessee/College of Charleston,,In Progress,William & Mary - Raymond A. Mason School of Business,MBA,8.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,27.0,7.0,"Denver, CO","Denver, Denver County, Colorado, United States of America",39.7392364,-104.98486229999999,8.699673384848241,"Denver, CO: 7"
003f400000oOLffAAG,,1/24/19 13:40,"Portland,OR",Portland,OR,"Portland, OR",,,In Progress,Clackamas Community College,Biology,,,,4.5,False,Infantry?,RASP (RR),,,Army,Ranger,,,,,,,,,,Veteran,2019-01-24,23.5,2.0,"Portland, OR","Portland, Metro, Multnomah County, Oregon, United States of America",45.5202471,-122.6741949,5.098104038875169,"Portland, OR: 2"
003f400000oOLfgAAG,,1/24/19 13:40,"Camp Lejeune,NC",Jacksonville,NC,"Jacksonville, NC",,,Complete,US Merchant Marine Academy,Marine Engineering,,,,11.0,True,FA-18 Pilot,Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,33.0,14.0,"Jacksonville, NC","Jacksonville, Onslow County, North Carolina, United States of America",34.7494749,-77.4208221,11.921333545765956,"Jacksonville, NC: 14"
003f400000oOLfhAAG,,1/24/19 13:40,"Tacoma,WA",Tacoma,WA,"Tacoma, WA",,,Complete,Post University,International Business,,,,20.0,True,Special Forces Warrant Officer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,42.0,5.0,"Tacoma, WA","Tacoma, Pierce County, Washington, United States of America",47.24957979999999,-122.43987460000001,7.7234127300246955,"Tacoma, WA: 5"
003f400000oOLfiAAG,,1/24/19 13:40,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,Complete,Hampshire College,Forest Ecology,,,,8.0,False,SEAL medic and sniper,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,27.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOLfjAAG,,1/24/19 13:40,"Chesapeake,VA",Chesapeake,VA,"Chesapeake, VA",,,Complete,University of Charleston,Organizational Leadership,,,,8.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,27.0,5.0,"Chesapeake, VA","Chesapeake, Virginia, United States of America",36.718370799999995,-76.2466798,7.576595236198517,"Chesapeake, VA: 5"
003f400000oOLfkAAG,,1/24/19 13:40,"Lemoore,CA",Lemoore,CA,"Lemoore, California",,,Complete,Georgia Institute of Technology,Aerospace Engineering,Complete,,Masters - Aeronautics & Astronautics,15.0,True,Fighter Pilot/Nuclear Power Instructor,Winged as a fighter pilot (Flight Officer),,,Navy,Pilot,,,,,,,,,,Veteran,2019-01-24,37.0,5.0,"Lemoore, California","Lemoore, Kings County, California, United States of America",36.3006495,-119.78271219999999,7.475942005895005,"Lemoore, California: 5"
003f400000oOLflAAG,,1/24/19 13:40,"Honolulu,HI",Honolulu,HI,"Honolulu, HI",,,Complete,Wisconsin,International Studies,In Progress,,MBA,6.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,25.0,16.0,"Honolulu, HI","Honolulu, Honolulu County, Hawaii, United States of America",21.304547,-157.8556764,13.07619692503784,"Honolulu, HI: 16"
003f400000oOLfmAAG,,1/24/19 13:40,"San Diego,CA",San Diego,CA,"San Diego, California",,,Complete,US Naval Academy,Systems Engineering,Complete,,Masters - Aerospace Engineering,11.0,True,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,33.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOM6oAAG,,1/24/19 14:01,"Poughkeepsie,NY",Poughkeepsie,NY,"Poughkeepsie, NY",,,,Vassar College,Economics,,,,4.0,False,Infantryman,RASP (RR),,,Army,Ranger,,,,,,,,,,Veteran,2019-01-24,23.0,1.0,"Poughkeepsie, NY","Poughkeepsie, Dutchess County, New York, 12601, United States of America",41.706553899999996,-73.9283672,4.457101887994901,"Poughkeepsie, NY: 1"
003f400000oOM6qAAG,,1/24/19 14:01,"San Diego,CA",San Diego,CA,"San Diego, California",,,,Belmont University,Accounting,,,,9.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,28.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOM6tAAG,,1/24/19 14:01,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,,US Naval Academy,Systems Engineering,,,,10.0,True,SEAL Officer,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,32.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOM6uAAG,,1/24/19 14:01,"Charlotte,NC",Charlotte,NC,"Charlotte, NC",,,,Randolph Macon College,Business & Economics,,,,5.0,False,Special Forces Engineer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,24.0,5.0,"Charlotte, NC","Charlotte, Mecklenburg County, North Carolina, United States of America",35.2272,-80.843083,7.2875009957779024,"Charlotte, NC: 5"
003f400000oOM6vAAG,,1/24/19 14:01,"Mattituck,NY",Mattituck,NY,"Mattituck, NY",,,,"Columbia,College",Interdisciplinary Studies,,,,29.0,False,Pararescue (PJ),Pararescue Recovery Specialist Course (PJ),,,Air Force,PJ,,,,,,,,,,Veteran,2019-01-24,48.0,1.0,"Mattituck, NY","Mattituck, Suffolk County, New York, United States of America",41.00715165,-72.55413708959087,4.245200350513821,"Mattituck, NY: 1"
003f400000oOM6wAAG,,1/24/19 14:01,"Reno,NV",Reno,NV,"Reno, NV",,,,Boston University,Mechanical Engineering,,,,10.0,True,Special Forces Officer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,32.0,2.0,"Reno, NV","Reno, Washoe County, Nevada, United States of America",39.5261206,-119.81265810000001,5.281247510555246,"Reno, NV: 2"
003f400000oOM6xAAG,,1/24/19 14:01,"New York,NY",New York,NY,"New York, NY",,,,Columbia University,History,,,,13.0,False,SF Commo NCO,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,32.0,26.0,"New York, NY","New York, United States of America",40.7127281,-74.0060152,17.067513741735045,"New York, NY: 26"
003f400000oOM6yAAG,,1/24/19 14:01,"Roseville,CA",Roseville,CA,"Roseville, California",,,Complete,Washington State University,Criminal Justice,,,JD,13.0,False,Clandestine Operations,Other,,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,32.0,2.0,"Roseville, California","Roseville, Placer County, California, United States of America",38.752123499999996,-121.28800590000002,4.97399028120768,"Roseville, California: 2"
003f400000oOM6zAAG,,1/24/19 14:01,"Nashville,TN",Nashville,TN,"Nashville, TN",,,,Southeastern University,Criminal Justice,,,,8.0,False,Special Forces Engineer,Q Course (SF),,,Army,Green Beret,,,,,,,,,,Veteran,2019-01-24,27.0,7.0,"Nashville, TN","Nashville-Davidson, Davidson County, Tennessee, United States of America",36.1622296,-86.7743531,8.677726439894847,"Nashville, TN: 7"
003f400000oOM70AAG,,1/24/19 14:01,"San Diego,CA",San Diego,CA,"San Diego, California",,,Complete,Norwich University,Strategy,,,MBA,25.0,False,Navy Explosive Ordnance Disposal Master Technichian,Navy Explosive Ordnance Disposal (NEOD),,,Navy,NEOD,,,,,,,,,,Veteran,2019-01-24,44.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOM73AAG,,1/24/19 14:01,"Columbus AFB,Mississippi",Columbus AFB,MS,"Columbus AFB, MS",,,Complete,North Carolina State University,Electrical Engineering,,,Masters - Management,19.0,True,F-15E Fighter Pilot (Instructor; Evaluator) & T-38 Squadron Commander Instructor Evaluator,Winged as a fighter pilot (Flight Officer),,,Air Force,Pilot,,,,,,,,,,Veteran,2019-01-24,41.0,1.0,"Columbus AFB, MS","Columbus Air Force Base, MS 373, Bent Tree Plantation, Lowndes County, Mississippi, 39705, United States of America",33.64065515,-88.45365777730919,4.146060702620886,"Columbus AFB, MS: 1"
003f400000oOM74AAG,,1/24/19 14:01,"Fuquay Varina,NC",Fuquay Varina,NC,"Fuquay Varina, NC",,,,Trident University,Health Sciences,,,,24.0,False,Pararescue (PJ),Pararescue Recovery Specialist Course (PJ),,,Air Force,PJ,,,,,,,,,,Veteran,2019-01-24,43.0,1.0,"Fuquay Varina, NC","Fuquay-Varina, Wake County, North Carolina, 27526, United States of America",35.584384899999996,-78.7998691,4.382936349876523,"Fuquay Varina, NC: 1"
003f400000oOM75AAG,,1/24/19 14:01,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,,Hendrix College,Physics,,,,8.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,27.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOM76AAG,,1/24/19 14:01,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,,University of South Florida,MIS,,,,12.5,False,"Leadership,JTAC,Breacher,Comms",BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,31.5,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
003f400000oOM77AAG,,1/24/19 14:01,"San Diego,CA",San Diego,CA,"San Diego, California",,,,US Air Force Academy,Systems Engineering,,,,12.0,True,F/A-18 Pilot,Winged as a fighter pilot (Flight Officer),,,Air Force,Pilot,,,,,,,,,,Veteran,2019-01-24,34.0,92.0,"San Diego, California","San Diego, San Diego County, California, United States of America",32.7174209,-117.16277140000001,23.0,"San Diego, California: 92"
003f400000oOM79AAG,,1/24/19 14:01,"Virginia Beach,VA",Virginia Beach,VA,"Virginia Beach, VA",,,,University of Charleston,Organizational Leadership,,,,9.0,False,SEAL,BUD/S (SEAL),,,Navy,SEAL,,,,,,,,,,Veteran,2019-01-24,28.0,79.0,"Virginia Beach, VA","Virginia Beach, Virginia Beach (city), Virginia, United States of America",36.8529841,-75.9774183,20.57524097825221,"Virginia Beach, VA: 79"
